,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,Website
87,-56.84210526315789,47.36842105263156,-520.2105263157895,2242.3157894736833,1250.6315789473692,2401.2631578947367,1497.1578947368441,1980.6315789473674,1888.2105263157919,2048.7894736842086,2592.473684210527,2159.210526315789,2726.684210526316,1946.263157894734,2978.368421052634,1712.684210526314,3233.0000000000014,1454.894736842101,3415.0,www.timesofindia.com
88,-56.84210526315789,47.36842105263156,-520.2105263157895,2242.3157894736833,1250.6315789473692,2401.2631578947367,1497.1578947368441,1980.6315789473674,1626.6315789473713,1787.210526315787,2253.105263157896,1916.8947368421045,2959.9473684210525,1491.5263157894688,3298.578947368425,1190.9999999999973,3618.473684210528,892.1578947368355,3919.0,www.timesofindia.com
89,-60.0,60.0,-629.0,3008.0,623.0,3221.0,491.0,3063.0,830.0,3402.0,1478.0,3326.0,1426.0,3274.0,1502.0,3234.0,1554.0,3194.0,1514.0,www.timesofindia.com
90,-47.36842105263158,9.473684210526315,-193.84210526315778,-54.73684210526301,2816.578947368422,1185.7894736842115,1767.1052631578943,2105.7894736842104,683.1052631578955,2528.894736842107,1115.7894736842109,1442.3157894736826,2138.3684210526308,810.368421052631,2630.8947368421072,1609.9473684210523,1760.3157894736833,2581.36842105263,719.0,www.washingtonpost.com
91,-47.36842105263158,9.473684210526315,-193.84210526315778,-54.73684210526301,2816.578947368422,1185.7894736842115,1767.1052631578943,2105.7894736842104,683.1052631578955,2528.894736842107,1115.7894736842109,1442.3157894736826,2138.3684210526308,810.368421052631,2630.8947368421072,1609.9473684210523,1760.3157894736833,2581.36842105263,719.0,www.washingtonpost.com
92,-47.36842105263158,9.473684210526315,-193.84210526315778,-54.73684210526301,2816.578947368422,1185.7894736842115,1767.1052631578943,2105.7894736842104,683.1052631578955,2528.894736842107,1115.7894736842109,1442.3157894736826,2138.3684210526308,810.368421052631,2630.8947368421072,1609.9473684210523,1760.3157894736833,2581.36842105263,719.0,www.washingtonpost.com
93,-47.36842105263158,9.473684210526315,-193.84210526315778,-54.73684210526301,2816.578947368422,1185.7894736842115,1767.1052631578943,2105.7894736842104,683.1052631578955,2528.894736842107,1115.7894736842109,1442.3157894736826,2138.3684210526308,810.368421052631,2630.8947368421072,1609.9473684210523,1760.3157894736833,2581.36842105263,719.0,www.washingtonpost.com
94,-47.36842105263158,9.473684210526315,-193.84210526315778,-54.73684210526301,2816.578947368422,1185.7894736842115,1767.1052631578943,2105.7894736842104,683.1052631578955,2528.894736842107,1115.7894736842109,1442.3157894736826,2138.3684210526308,810.368421052631,2630.8947368421072,1609.9473684210523,1760.3157894736833,2581.36842105263,719.0,www.washingtonpost.com
95,-47.36842105263158,9.473684210526315,-193.84210526315778,-54.73684210526301,2816.578947368422,1185.7894736842115,1767.1052631578943,2105.7894736842104,683.1052631578955,2528.894736842107,1115.7894736842109,1442.3157894736826,2138.3684210526308,810.368421052631,2630.8947368421072,1609.9473684210523,1760.3157894736833,2581.36842105263,719.0,www.washingtonpost.com
96,-47.36842105263158,9.473684210526315,-193.84210526315778,-54.73684210526301,2816.578947368422,1185.7894736842115,1767.1052631578943,2105.7894736842104,683.1052631578955,2528.894736842107,1115.7894736842109,1442.3157894736826,2138.3684210526308,810.368421052631,2630.8947368421072,1609.9473684210523,1760.3157894736833,2581.36842105263,719.0,www.washingtonpost.com
97,-47.36842105263158,9.473684210526315,-193.84210526315778,-54.73684210526301,2816.578947368422,1185.7894736842115,1767.1052631578943,2105.7894736842104,683.1052631578955,2528.894736842107,1115.7894736842109,1442.3157894736826,2138.3684210526308,810.368421052631,2630.8947368421072,1609.9473684210523,1760.3157894736833,2581.36842105263,719.0,www.washingtonpost.com
98,-47.36842105263158,9.473684210526315,-193.84210526315778,-54.73684210526301,2816.578947368422,1185.7894736842115,1767.1052631578943,2105.7894736842104,683.1052631578955,2528.894736842107,1115.7894736842109,1442.3157894736826,2138.3684210526308,810.368421052631,2630.8947368421072,1609.9473684210523,1760.3157894736833,2581.36842105263,719.0,www.washingtonpost.com
99,-50.526315789473685,22.105263157894726,-302.6315789473683,710.947368421052,2487.368421052632,658.2105263157888,2629.5789473684204,1078.8421052631588,1790.5789473684201,1753.9473684210539,956.8421052631587,2400.7368421052647,358.63157894737196,2413.1052631578928,1463.4210526315785,1772.2105263157875,2332.7368421052674,1027.5263157894717,3025.0,www.washingtonpost.com
