,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,Website
29,2340.8947368421054,1488.3684210526321,2299.7368421052565,22745.157894736833,52238.94736842104,69023.89473684209,105924.21052631577,167068.52631578944,229315.57894736866,253594.42105263172,241209.47368421074,349625.7894736839,435014.10526315705,469729.7894736844,459884.6315789473,486215.4736842106,524015.36842105247,537286.9999999999,542444.0,www.cnn.com
30,-375.15789473684225,1634.0000000000014,3801.3157894736864,2294.052631578945,3491.263157894754,28484.89473684212,48646.05263157895,66530.5263157895,98534.21052631583,120082.68421052629,130631.31578947367,149552.78947368424,171876.2631578947,188682.57894736843,194312.36842105264,202770.94736842113,221542.57894736857,221639.84210526312,211579.0,www.express.co.uk
31,47.36842105263156,3338.1052631578937,3145.9999999999995,2668.2631578947353,2189.842105263155,1985.5789473684204,5888.736842105235,19226.736842105252,45008.00000000002,66634.52631578942,87381.1578947368,104661.57894736838,119314.31578947371,125551.47368421014,142767.5789473681,159983.6842105261,159198.10526315775,143877.57894736782,128680.0,www.express.co.uk
32,53.684210526315795,3867.0526315789475,3713.0,3423.6315789473692,3126.421052631578,3085.7894736842104,12364.47368421053,24132.631578947374,38563.94736842104,46650.10526315791,71425.94736842101,84587.8947368421,118834.05263157884,152328.63157894736,167073.3157894736,199625.36842105258,230016.0526315788,232932.78947368413,235975.0,www.express.co.uk
33,41.05263157894737,2809.1578947368416,2578.9999999999995,1912.8947368421045,1253.263157894733,884.8947368421043,993.5263157894715,4249.684210526316,23612.736842105256,49986.42105263159,66664.1052631579,95610.84210526315,96737.15789473687,128469.36842105263,160157.7894736842,187637.36842105264,215402.1052631579,215933.84210526317,216586.0,www.express.co.uk
34,41.05263157894737,2809.1578947368416,2578.9999999999995,1912.8947368421045,1253.263157894733,884.8947368421043,993.5263157894715,13704.10526315789,23231.52631578948,41764.63157894744,68866.99999999997,108172.31578947372,141133.94736842092,146308.84210526326,164260.57894736843,178604.73684210522,194370.57894736834,185933.57894736828,177617.0,www.express.co.uk
35,41.05263157894737,1832.1052631578946,1827.4210526315787,1386.7894736842102,952.631578947366,810.2105263157889,844.157894736841,17639.894736842107,36115.842105263146,44633.36842105257,51400.78947368423,73994.31578947365,94083.73684210531,112096.10526315785,149724.68421052632,184346.94736842107,217295.52631578955,224371.05263157908,231567.0,www.express.co.uk
36,47.36842105263156,3338.1052631578937,3145.9999999999995,2668.2631578947353,2189.842105263155,1985.5789473684204,5888.736842105235,22772.631578947367,39180.526315789495,64361.57894736837,87411.15789473678,96361.78947368418,120930.10526315791,126281.57894736822,150605.26315789457,165308.7368421052,187260.21052631576,183182.6315789472,179228.0,www.express.co.uk
37,53.684210526315795,3867.0526315789475,3713.0,3423.6315789473692,3126.421052631578,3085.7894736842104,13266.368421052635,24590.315789473687,39501.21052631577,52563.26315789476,70697.947368421,86636.00000000001,115452.57894736831,143893.1578947368,169734.15789473668,204999.36842105255,233967.73684210502,237982.63157894724,242123.0,www.express.co.uk
38,47.36842105263156,3338.1052631578937,3145.9999999999995,2668.2631578947353,2189.842105263155,1985.5789473684204,5888.736842105235,20367.578947368416,45944.736842105296,71125.78947368416,91237.68421052625,96196.94736842102,109915.57894736843,115359.68421052607,137674.94736842086,159088.31578947353,176785.68421052623,168891.36842105232,161120.0,www.express.co.uk
39,53.684210526315795,3867.0526315789475,3713.0,3423.6315789473692,3126.421052631578,3079.631578947368,2918.5789473684217,22087.789473684214,38951.4210526316,44348.105263157864,51124.15789473692,54093.05263157893,81537.5263157896,109508.10526315792,117826.8947368423,145080.42105263166,171295.73684210549,167525.63157894748,163881.0,www.express.co.uk
40,519.526315789474,1869.999999999999,3856.42105263158,1637.63157894737,2465.210526315782,9648.631578947372,10453.947368421044,27788.947368421057,48557.63157894742,40728.42105263181,68624.47368421058,123852.68421052642,60261.526315789866,152525.52631578973,214280.36842105258,189637.73684210549,308907.52631578885,318747.7894736852,190445.0,www.news18.com
41,999.5789473684213,2892.8421052631575,2407.210526315787,6536.052631578947,17202.894736842103,49742.999999999956,30428.368421052808,109058.63157894733,115373.21052631566,141455.52631578938,195984.3684210526,158638.21052631614,290360.21052631555,183562.3684210537,288957.84210526396,282682.52631578967,270947.42105263023,406441.894736841,197104.0,www.news18.com
42,-592.736842105263,2558.3157894736833,752.84210526316,2379.1578947368403,1317.736842105264,6360.631578947354,13096.263157894737,34134.684210526284,39374.36842105274,55009.8421052631,74313.63157894752,95630.84210526285,152502.3157894737,164520.0,191642.42105263154,228371.4736842105,239676.42105263151,250898.94736842113,238150.0,www.news18.com
43,136.68421052631652,2658.5789473684194,2701.5789473684217,1210.8947368421022,4241.421052631574,5656.684210526319,11664.7894736842,20363.421052631573,46731.315789473694,28687.05263157913,91109.31578947364,123668.94736842107,174348.26315789472,193947.052631579,239256.78947368442,280436.0,298703.7368421053,291583.0,306865.0,www.news18.com
44,1752.7368421052636,582.6315789473674,2865.3684210526267,7011.84210526316,11132.052631578947,20072.736842105216,39589.368421052655,48103.47368421046,102717.78947368417,164698.31578947365,182911.68421052626,203445.8947368416,281233.9999999994,280332.57894736895,236482.84210526355,295846.2105263154,387970.1052631577,333121.6842105264,263488.0,www.news18.com
45,1193.0,2856.8421052631575,2446.526315789471,15128.157894736843,55105.42105263163,24862.789473684315,129478.78947368385,97107.05263157899,151491.47368421065,165495.00000000006,194275.52631578947,204788.31578947368,209865.3684210527,270139.26315789425,255117.05263157847,293845.6315789473,358295.5789473692,281614.5789473691,410207.0,www.news18.com
46,2631.4210526315787,2953.052631578947,2362.368421052634,2012.5789473684204,11191.42105263158,45388.57894736838,73557.52631578951,86637.99999999997,100009.05263157914,103666.84210526303,117870.89473684212,149045.78947368433,196595.42105263166,236733.1578947368,275915.5789473686,298056.89473684214,328485.3684210531,343559.57894736796,358636.0,www.news18.com
47,-437.5789473684205,3839.1052631578937,967.5789473684245,3592.8947368421027,1676.6842105263172,9196.157894736836,20572.263157894733,37517.42105263154,49915.000000000175,57798.263157894675,85298.78947368446,85736.36842105226,145259.05263157957,137582.8421052632,226083.89473684225,156851.68421052594,274524.6315789479,165726.52631578874,288202.0,www.news18.com
48,-246.15789473684254,3446.7894736842113,1545.7894736842109,2799.9473684210543,2656.421052631575,6684.052631578947,15306.999999999996,20523.84210526318,68030.99999999991,51950.68421052621,120144.94736842123,111500.57894736846,150846.42105263186,152455.10526315783,181471.68421052658,240431.52631578926,189037.15789473668,279193.1052631575,161362.0,www.news18.com
49,2050.8947368421054,2217.5789473684217,1046.3157894736864,914.6315789473674,3943.842105263156,10132.210526315788,15503.736842105263,31409.31578947369,40646.89473684203,62548.68421052616,106790.15789473668,130052.73684210543,172089.4210526317,207435.57894736849,234506.05263157908,298667.2105263157,325805.1052631578,348869.8421052625,371995.0,www.news18.com
50,-60.0,52.0,-617.0,4188.0,-527.0,4068.0,-613.0,3979.0,-688.0,3877.0,-361.0,4204.0,-259.0,4133.0,-188.0,4659.0,-252.0,4619.0,-212.0,www.nypost.com
51,-60.0,52.0,-617.0,4188.0,-528.0,4068.0,-614.0,3979.0,-689.0,3877.0,-362.0,4204.0,-260.0,4275.0,-331.0,4801.0,-395.0,4761.0,-355.0,www.nypost.com
52,-56.84210526315789,40.210526315789465,-511.36842105263156,3176.421052631578,713.0526315789493,2616.631578947368,1110.9473684210561,2045.1052631578928,1522.157894736847,1473.8421052631543,2092.1578947368444,1320.2105263157887,2797.1578947368416,902.6842105263097,3320.789473684215,874.0526315789442,3665.421052631581,438.8947368420973,4109.0,www.nypost.com
53,-60.0,52.0,-617.0,4188.0,-529.0,4068.0,-615.0,3979.0,-690.0,3877.0,-363.0,4204.0,-261.0,4133.0,-190.0,4659.0,-254.0,4619.0,-214.0,www.nypost.com
54,-56.84210526315789,40.210526315789465,-511.36842105263156,871.1578947368416,-54.63157894736764,619.0526315789473,35.78947368421177,354.9999999999993,139.52631578947546,91.21052631578823,402.05263157894797,245.05263157894706,799.5789473684209,134.99999999999795,1015.7368421052643,413.8421052631571,1052.8947368421059,286.15789473684015,1189.0,www.nypost.com
55,-56.84210526315789,40.210526315789465,-511.36842105263156,3176.421052631578,713.0526315789493,2616.631578947368,1110.9473684210561,2045.1052631578928,1522.157894736847,1473.8421052631543,2092.1578947368444,1320.2105263157887,2797.1578947368416,902.6842105263097,3321.2105263157937,875.7368421052599,3665.6315789473706,440.78947368420256,4109.0,www.nypost.com
56,-56.84210526315789,40.210526315789465,-511.36842105263156,3176.421052631578,713.0526315789493,2616.631578947368,1110.9473684210561,2045.1052631578928,1522.157894736847,1473.8421052631543,2092.1578947368444,1320.2105263157887,2797.1578947368416,902.6842105263097,3320.5789473684254,873.2105263157863,3665.3157894736864,437.94736842104464,4109.0,www.nypost.com
57,-60.0,52.0,-617.0,4188.0,-528.0,4068.0,-614.0,3979.0,-689.0,3877.0,-362.0,4204.0,-260.0,4275.0,-331.0,4801.0,-395.0,4761.0,-355.0,www.nypost.com
58,-60.0,52.0,-617.0,4188.0,-527.0,4068.0,-613.0,3979.0,-688.0,3877.0,-361.0,4204.0,-259.0,4133.0,-188.0,4659.0,-252.0,4619.0,-212.0,www.nypost.com
59,-56.84210526315789,40.210526315789465,-511.36842105263156,3176.421052631578,713.0526315789493,2616.631578947368,1110.9473684210561,2045.1052631578928,1522.157894736847,1473.8421052631543,2092.1578947368444,1320.2105263157887,2797.1578947368416,902.6842105263097,3320.789473684215,874.0526315789442,3665.421052631581,438.8947368420973,4109.0,www.nypost.com
60,517.0000000000002,1253.1052631578943,2550.21052631579,3423.4736842105312,18985.789473684195,40475.57894736843,47473.789473684184,85985.89473684212,119713.15789473683,154472.8421052634,213584.10526315795,277024.2105263159,262079.89473684234,311770.3157894738,372015.2631578947,319222.94736842136,460006.4210526311,467611.3684210534,368418.0,www.nytimes.com
61,707.9999999999993,984.7894736842115,2408.526315789475,6144.21052631578,17104.94736842106,40788.73684210527,57224.94736842102,90233.89473684209,118212.6315789473,146420.2105263159,280648.6315789472,257010.84210526268,248535.47368421184,449339.89473684266,393985.0526315791,351562.73684210575,483276.21052631695,464892.7368421047,354594.0,www.nytimes.com
62,-437.99999999999943,2594.684210526315,603.368421052634,2206.6315789473665,12578.157894736847,37187.63157894733,45391.84210526315,84262.78947368417,123466.36842105268,150449.73684210528,187480.89473684205,203184.6842105264,233863.42105263154,249915.63157894736,297801.9473684211,295126.5789473682,376849.21052631596,339088.1578947366,381437.0,www.nytimes.com
63,-437.99999999999943,2594.684210526315,603.368421052634,2206.6315789473665,22315.31578947369,49933.84210526313,69505.84210526315,100872.78947368411,131516.36842105296,162513.947368421,177575.73684210546,204131.94736842092,221990.0526315791,252603.1052631579,274460.3684210526,304950.26315789483,347722.0000000001,321431.26315789454,350876.0,www.nytimes.com
64,325.9999999999998,1521.4210526315794,2160.8421052631566,699.5789473684174,20866.63157894738,34260.94736842104,42857.78947368421,66300.73684210525,102941.57894736843,131070.42105263149,183215.26315789466,182768.10526315766,263488.9473684213,289641.789473684,232270.63157894753,396135.4736842106,393160.94736842095,369218.8421052632,452850.0,www.nytimes.com
65,325.9999999999998,1521.4210526315794,2160.8421052631566,699.8947368421017,20862.84210526317,31669.894736842074,34933.684210526335,75423.47368421052,104828.0,139872.84210526326,229349.9999999997,219683.99999999988,273589.8947368421,298302.0000000001,365095.2631578946,326518.94736842095,376214.00000000006,395732.31578947365,327252.0,www.nytimes.com
66,3000.0,2766.0,2790.0,20222.0,40542.0,59418.0,79738.0,113054.0,144926.0,179686.0,201450.0,269422.0,288298.0,314394.0,334714.0,352146.0,379686.0,433263.0,433183.0,www.nytimes.com
67,325.9999999999998,1521.4210526315794,2160.8421052631566,623.5789473684179,17591.68421052634,33491.68421052629,34365.15789473687,100747.89473684214,109228.52631578947,135837.36842105282,199346.42105263134,183825.3684210524,245441.5789473685,316047.26315789454,266547.05263157916,382709.7894736844,373393.1052631578,352952.2631578948,424329.0,www.nytimes.com
68,517.0000000000002,1253.1052631578943,2550.21052631579,845.1052631578957,11184.47368421053,30734.157894736847,48576.684210526306,70082.15789473685,97981.73684210525,125172.26315789491,185067.84210526317,213717.31578947365,310295.842105263,291085.5263157893,303536.89473684214,390463.42105263146,370763.00000000064,360610.5789473674,492263.0,www.nytimes.com
69,-55.999999999999886,2058.052631578947,1382.105263157893,1042.1052631578941,24703.89473684212,37746.73684210526,74690.5263157895,80395.36842105266,143900.1052631578,153786.21052631602,166141.68421052632,219045.05263157876,181429.47368421068,266139.05263157905,257404.31578947432,290736.63157894724,348709.1052631576,261317.73684210482,401007.0,www.nytimes.com
70,-47.36842105263157,-85.05263157894751,517.0000000000002,2098.105263157894,1924.3157894736858,1542.5263157894733,2250.6315789473692,1006.1578947368403,2561.105263157895,870.1578947368448,2310.631578947367,1565.3684210526326,2527.6842105263113,2066.631578947371,1967.8947368420993,2634.2105263157937,1445.578947368418,3150.4210526315806,870.0,www.theguardian.com
71,-56.84210526315789,47.36842105263156,-520.2105263157895,2235.999999999999,1421.6842105263165,2244.210526315789,1542.5263157894751,1931.2105263157887,1672.4736842105285,1617.052631578946,1869.7894736842113,1502.2631578947364,2099.4210526315787,1486.7368421052588,3060.210526315793,1116.8421052631552,3459.5789473684226,829.47368421052,3736.0,www.theguardian.com
72,-47.36842105263157,-85.05263157894751,517.0000000000002,2098.105263157894,1924.3157894736858,1542.5263157894733,2250.6315789473692,1006.1578947368403,2561.105263157895,884.578947368424,2425.1578947368403,1491.1578947368432,2573.5789473684163,2061.0526315789502,1945.1578947368355,2697.2631578947417,1354.2105263157864,3282.1052631578964,710.0,www.theguardian.com
73,-47.36842105263157,-85.05263157894751,517.0000000000002,2098.105263157894,1924.3157894736858,1542.5263157894733,2250.6315789473692,1006.1578947368403,2561.105263157895,875.8421052631606,2311.5789473684194,1569.7894736842115,2529.894736842101,2069.7894736842136,1971.3684210526258,2636.105263157899,1450.3157894736814,3151.052631578949,876.0,www.theguardian.com
74,-47.36842105263157,-85.05263157894751,517.0000000000002,2098.105263157894,1924.3157894736858,1542.5263157894733,2250.6315789473692,1006.1578947368403,2561.105263157895,875.8421052631606,2311.5789473684194,1570.0526315789484,2530.526315789469,2070.2631578947394,1971.7894736842047,2636.789473684215,1450.5263157894708,3151.947368421054,876.0,www.theguardian.com
75,-47.36842105263157,-85.05263157894751,517.0000000000002,2098.105263157894,1924.3157894736858,1542.5263157894733,2250.6315789473692,1006.1578947368403,2561.105263157895,870.1578947368448,2310.631578947367,1565.3684210526326,2527.6842105263113,2066.631578947371,1967.8947368420993,2634.2105263157937,1445.578947368418,3150.4210526315806,870.0,www.theguardian.com
76,-47.36842105263157,-85.05263157894751,517.0000000000002,2098.105263157894,1924.3157894736858,1542.5263157894733,2250.6315789473692,1006.1578947368403,2561.105263157895,875.8421052631606,2311.5789473684194,1569.7894736842115,2529.894736842101,2069.7894736842136,1971.3684210526258,2636.105263157899,1450.3157894736814,3151.052631578949,876.0,www.theguardian.com
77,-53.684210526315795,-12.5263157894736,-55.999999999999886,2549.052631578948,1391.1578947368412,2213.2631578947367,1505.3157894736837,1894.5789473684222,1617.052631578946,1678.6315789473704,1828.052631578945,2058.157894736842,2268.578947368421,1912.368421052632,2397.105263157894,1805.736842105264,2532.368421052632,1673.4210526315806,2595.0,www.theguardian.com
78,-53.684210526315795,-12.5263157894736,-55.999999999999886,2549.052631578948,1391.1578947368412,2213.2631578947367,1505.3157894736837,1894.5789473684222,1617.052631578946,1675.4736842105283,1825.5263157894713,2055.0,2267.0,1908.684210526316,2396.0526315789466,1801.5263157894747,2531.8421052631584,1668.6842105263172,2595.0,www.theguardian.com
79,-47.36842105263157,-85.05263157894751,517.0000000000002,2098.105263157894,1924.3157894736858,1542.5263157894733,2250.6315789473692,1006.1578947368403,2561.105263157895,875.8421052631606,2311.5789473684194,1569.7894736842115,2529.894736842101,2069.7894736842136,1971.3684210526258,2636.105263157899,1450.3157894736814,3151.052631578949,876.0,www.theguardian.com
80,-53.68421052631579,34.736842105263165,-411.4210526315789,1476.6315789473683,1878.2631578947364,1580.5263157894733,2503.3157894736833,897.2631578947369,2946.4210526315796,947.5789473684204,2996.736842105265,1984.5789473684217,2645.789473684211,2326.473684210525,2258.4210526315783,2766.052631578947,1821.5789473684224,3233.0000000000014,1346.0,www.timesofindia.com
81,-60.0,60.0,-629.0,3008.0,623.0,4669.0,491.0,4511.0,333.0,4850.0,672.0,5498.0,596.0,5446.0,544.0,5522.0,504.0,5574.0,464.0,www.timesofindia.com
82,-56.84210526315789,47.36842105263156,-520.2105263157895,2242.3157894736833,1250.6315789473692,2401.2631578947367,1497.1578947368441,1980.6315789473674,1888.2105263157919,2048.7894736842086,2592.473684210527,2159.210526315789,2726.684210526316,1946.263157894734,2978.368421052634,1712.684210526314,3233.0000000000014,1454.894736842101,3415.0,www.timesofindia.com
83,-56.84210526315789,47.36842105263156,-520.2105263157895,2242.3157894736833,1250.6315789473692,2400.578947368421,1496.7894736842125,1980.0526315789464,1887.7368421052654,2048.3157894736823,2591.894736842106,2158.8421052631575,2726.0,1945.9999999999973,2977.5789473684235,1712.526315789472,3232.105263157896,1454.8421052631536,3414.0,www.timesofindia.com
84,-56.84210526315789,47.36842105263156,-520.2105263157895,2242.3157894736833,1250.6315789473692,2399.894736842105,1496.4210526315808,1979.4736842105253,1887.2631578947392,2047.8421052631559,2591.315789473685,2158.473684210526,2725.315789473684,1912.0526315789448,2900.157894736844,1775.3157894736828,3056.2631578947376,1640.2631578947335,3193.0,www.timesofindia.com
85,-60.0,60.0,-629.0,3008.0,623.0,3222.0,491.0,3064.0,333.0,3403.0,672.0,4051.0,596.0,3999.0,544.0,4075.0,504.0,4127.0,464.0,www.timesofindia.com
86,-56.84210526315789,47.36842105263156,-520.2105263157895,2242.3157894736833,1250.6315789473692,2400.578947368421,1496.7894736842125,1980.0526315789464,1887.7368421052654,2048.3157894736823,2591.894736842106,2158.8421052631575,2726.0,1945.9999999999973,2977.5789473684235,1712.526315789472,3232.105263157896,1454.8421052631536,3414.0,www.timesofindia.com
