,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,Website
0,1724.9999999999995,2051.052631578948,5086.368421052632,9157.1052631579,19902.63157894738,23352.157894736843,31247.68421052632,41689.21052631579,52758.21052631581,77063.31578947374,99374.6315789474,122452.57894736841,144999.47368421053,171489.84210526317,193357.4736842105,228361.7368421053,252806.73684210528,259322.26315789478,265624.0,www.bbc.co.uk
1,2065.000000000001,1432.1052631578934,5192.78947368421,10092.157894736838,17275.947368421046,22958.894736842103,32891.526315789466,43951.31578947367,56809.84210526316,75552.15789473685,97606.68421052626,128806.4736842105,148619.10526315792,172162.05263157882,198497.84210526315,228146.05263157887,260492.36842105258,268572.2631578948,264461.0,www.bbc.co.uk
2,1779.473684210527,1954.736842105262,8198.368421052633,15971.473684210525,22305.578947368427,30276.210526315786,37732.210526315794,48772.526315789466,63834.31578947371,80615.15789473684,104891.05263157898,125436.42105263162,149718.10526315778,176145.15789473697,189844.73684210528,225357.05263157884,241395.263157895,252299.15789473674,264016.0,www.bbc.co.uk
3,1190.105263157896,737.9473684210504,8538.421052631578,17696.789473684214,25656.736842105267,37907.73684210526,54894.84210526316,74057.73684210524,111555.36842105264,138765.73684210525,188457.0526315788,289393.84210526303,357594.4210526315,354374.6842105248,472629.68421052507,518320.05263157986,566767.5263157898,641833.4736842104,656493.0,www.cnbc.com
4,1803.1578947368425,1032.4210526315799,6495.473684210525,16576.631578947367,29325.157894736836,42576.00000000001,54545.99999999999,65220.42105263159,96213.57894736831,137845.89473684205,186977.15789473683,248636.42105263163,334302.0000000002,413627.3684210533,515694.63157894753,628507.5789473678,621288.1052631591,574865.9473684233,495697.0,www.cnbc.com
5,2569.4736842105253,2439.263157894735,6422.526315789473,15223.368421052632,25548.42105263158,41741.68421052634,57858.73684210526,77252.84210526317,110822.10526315795,145510.21052631582,194971.57894736857,234269.57894736872,343505.6842105262,401122.47368421056,454385.5263157893,469728.36842105223,489262.7894736835,517134.1578947358,507635.0,www.cnbc.com
6,7410.57894736842,28280.31578947368,52751.47368421052,92282.63157894737,142501.78947368424,200852.94736842107,255100.1052631579,302331.2631578948,367082.4210526316,435177.5789473685,503728.7368421053,588883.894736842,665627.0526315785,752402.2105263162,843889.3684210527,948704.5263157897,1077523.6842105256,1220174.8421052643,1309506.0,www.cnn.com
7,5645.0,27604.0,56965.0,96252.0,150161.0,190892.0,266461.0,320188.0,379873.0,455260.0,516389.0,620656.0,664457.0,794716.0,828409.0,983216.0,1042901.0,1206372.0,1192217.0,www.cnn.com
8,6679.052631578949,27156.947368421057,53415.89473684211,96512.52631578947,144901.3684210526,196474.84210526315,248504.3157894737,315983.05263157893,387351.6842105262,458360.73684210505,516470.2105263162,590097.5789473684,683202.2105263156,791278.8421052631,891140.1052631583,982233.5789473687,1088948.7368421042,1236545.368421052,1339866.0,www.cnn.com
9,-629.0,4280.0,504.0,4177.0,9365.0,21334.0,34495.0,35770.0,60355.0,59542.0,86743.0,89818.0,118315.0,124723.0,129710.0,175299.0,202694.0,221175.0,226998.0,www.express.co.uk
