,num_pkts_uplink,num_pkts_downlink,total_bytes_uplink,min_pkt_size_uplink,max_pkt_size_uplink,mean_pkt_size_uplink,std_pkt_size_uplink,total_bytes_downlink,min_pkt_size_downlink,max_pkt_size_downlink,mean_pkt_size_downlink,std_pkt_size_downlink,min_iat_uplink,max_iat_uplink,mean_iat_uplink,std_iat_uplink,min_iat_downlink,max_iat_downlink,mean_iat_downlink,std_iat_downlink,website
54,16,12,1504.0,40.0,557.0,94.0,126.11000488991083,5769.0,40.0,2960.0,480.75,852.102653333612,3e-06,0.055011,0.004490333333333332,0.014016500305337415,1e-06,0.056962,0.005960181818181819,0.01696276104776685,www.nypost.com
55,15,12,1464.0,40.0,557.0,97.6,129.68246935165467,5770.0,40.0,4136.0,480.8333333333333,1162.117020655394,4e-06,0.055357,0.004632571428571429,0.014622506265839162,1e-06,0.056696,0.005782000000000001,0.016916344492827046,www.nypost.com
56,15,12,1464.0,40.0,557.0,97.6,129.68246935165467,5767.0,40.0,4136.0,480.5833333333333,1162.1062741523438,4e-06,0.056534,0.004813214285714287,0.014916669277528575,1e-06,0.058229,0.005977090909090909,0.01736823898070582,www.nypost.com
57,14,13,1424.0,40.0,557.0,101.71428571428571,133.55807067249154,5830.0,40.0,4136.0,448.46153846153845,1118.6513170915991,4e-06,0.055655,0.0049120769230769235,0.015267017540335869,0.0,0.056557,0.005265166666666667,0.016178251590179688,www.nypost.com
58,16,13,1504.0,40.0,557.0,94.0,126.11000488991083,5831.0,40.0,4136.0,448.53846153846155,1118.6245732583545,1.8e-05,0.092178,0.006922533333333333,0.023608586306882583,2e-06,0.093767,0.008574416666666666,0.026862982496900598,www.nypost.com
59,15,12,1464.0,40.0,557.0,97.6,129.68246935165467,5768.0,40.0,4136.0,480.6666666666667,1162.1097846224134,3e-06,0.054821,0.004617500000000001,0.014475729537879815,1e-06,0.056162,0.005758363636363636,0.016750825837986177,www.nypost.com
60,77,80,4831.0,40.0,569.0,62.74025974025974,60.33010128438606,1380077.0,52.0,56368.0,17250.9625,18581.55709737838,4e-06,0.053792,0.0016099210526315788,0.006204924555572846,1e-06,0.055758,0.0015167341772151896,0.006280608625800816,www.nytimes.com
61,76,77,4779.0,40.0,569.0,62.88157894736842,60.71813943246572,1380432.0,52.0,56368.0,17927.68831168831,19513.343102429964,4e-06,0.05747,0.0016551200000000002,0.006621853500546708,1e-06,0.059564,0.0015983289473684211,0.006808444281210714,www.nytimes.com
62,68,71,4363.0,40.0,569.0,64.16176470588235,64.11780442747963,1379435.0,52.0,56368.0,19428.661971830985,20364.165637527996,5e-06,0.055846,0.0016985074626865672,0.0068781363741208315,1e-06,0.057674,0.001600614285714286,0.006943915285107493,www.nytimes.com
63,70,75,4467.0,40.0,569.0,63.81428571428572,63.21467745021385,1379794.0,52.0,56368.0,18397.253333333334,20235.695016809612,4e-06,0.065289,0.0020214927536231883,0.007890578126182383,0.0,0.066819,0.0018591081081081077,0.007806021075378188,www.nytimes.com
64,77,78,4831.0,40.0,569.0,62.74025974025974,60.33010128438606,1379951.0,52.0,56368.0,17691.67948717949,18131.461381560017,3e-06,0.054902,0.0015675,0.006331754974202124,1e-06,0.056686,0.0015161688311688313,0.006473693660952596,www.nytimes.com
65,78,80,4883.0,40.0,569.0,62.6025641025641,59.94940285299682,1380060.0,52.0,56368.0,17250.75,19062.00361412226,3e-06,0.055337,0.0014934025974025972,0.006301781548978494,1e-06,0.057164,0.0014254177215189874,0.0064200451564183835,www.nytimes.com
66,83,87,5143.0,40.0,569.0,61.963855421686745,58.14834808448518,1381344.0,52.0,56368.0,15877.51724137931,16842.976341588324,5e-06,0.088343,0.0022331951219512194,0.009878267235016253,1e-06,0.090056,0.0021046395348837212,0.009825052348206948,www.nytimes.com
67,79,83,4935.0,40.0,569.0,62.46835443037975,59.57581583052614,1380232.0,52.0,56368.0,16629.301204819276,18339.14797455322,5e-06,0.054396,0.0015332564102564102,0.0061547704092470255,0.0,0.056545,0.0014265243902439025,0.006231778915367188,www.nytimes.com
68,78,84,4883.0,40.0,569.0,62.6025641025641,59.94940285299682,1380113.0,52.0,56368.0,16429.916666666668,18262.497849192674,4e-06,0.05447,0.0015826883116883117,0.006199958941416977,1e-06,0.056556,0.0014376265060240965,0.00620303045472257,www.nytimes.com
69,78,79,4883.0,40.0,569.0,62.6025641025641,59.94940285299682,1380005.0,52.0,56368.0,17468.41772151899,19907.228104003083,5e-06,0.054509,0.0015104025974025973,0.006324067610202647,1e-06,0.055938,0.0014663076923076923,0.0064171278284317805,www.nytimes.com
70,17,17,1687.0,40.0,569.0,99.23529411764706,123.85855310179667,6231.0,52.0,2940.0,366.52941176470586,772.6578412893266,6e-06,0.054574,0.004247875,0.013464731089652947,0.0,0.056335,0.004109375,0.01397566034635454,www.theguardian.com
71,13,16,1515.0,52.0,569.0,116.53846153846153,138.08367957185445,6179.0,52.0,2940.0,386.1875,793.5947932246868,9e-06,0.094612,0.010185166666666667,0.02718443586397232,1e-06,0.095471,0.008034800000000002,0.024692805291651833,www.theguardian.com
72,16,17,1635.0,40.0,569.0,102.1875,127.30133214804418,6237.0,52.0,2940.0,366.88235294117646,772.5308151097389,4e-06,0.056068,0.004718933333333332,0.014252566523094642,1e-06,0.057979,0.0042834375,0.014377238144459457,www.theguardian.com
73,17,16,1687.0,40.0,569.0,99.23529411764706,123.85855310179667,6185.0,52.0,2940.0,386.5625,793.4529575427476,4e-06,0.055577,0.0044236875,0.013704288388280753,0.0,0.057883,0.004537266666666665,0.014799186635307585,www.theguardian.com
74,17,17,1687.0,40.0,569.0,99.23529411764706,123.85855310179667,6238.0,52.0,2940.0,366.94117647058823,772.5790793333258,6e-06,0.086811,0.0062611875,0.021503601032443382,1e-06,0.088473,0.006131125,0.021983562222336335,www.theguardian.com
75,17,17,1687.0,40.0,569.0,99.23529411764706,123.85855310179667,6231.0,52.0,2940.0,366.52941176470586,772.6578412893266,7e-06,0.054955,0.00405525,0.013592121293847648,1e-06,0.056212,0.0039545625,0.01395414076642366,www.theguardian.com
76,17,17,1687.0,40.0,569.0,99.23529411764706,123.85855310179667,6237.0,52.0,2940.0,366.88235294117646,772.5308151097389,5e-06,0.054717,0.0042480625,0.013496232745813429,1e-06,0.056488,0.0041115625,0.01399690608179179,www.theguardian.com
77,16,16,1635.0,40.0,569.0,102.1875,127.30133214804418,6162.0,52.0,2940.0,385.125,794.0267732681731,4e-06,0.055379,0.0045037333333333325,0.014109083262042153,1e-06,0.057065,0.0043566,0.014609277501447008,www.theguardian.com
78,16,16,1635.0,40.0,569.0,102.1875,127.30133214804418,6157.0,52.0,2940.0,384.8125,794.2117449605825,4e-06,0.054114,0.004222533333333334,0.01382252529577649,1e-06,0.055325,0.0041256,0.0141818387675425,www.theguardian.com
